3024300;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá (Rachycentron canadum) e espadarte (Xiphias gladius), exceto fígados, ovas e sêmen - Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus)
3024400;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá (Rachycentron canadum) e espadarte (Xiphias gladius), exceto fígados, ovas e sêmen - Cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus)
3024500;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá (Rachycentron canadum) e espadarte (Xiphias gladius), exceto fígados, ovas e sêmen - Chicharros (Trachurus spp.)
3024600;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá (Rachycentron canadum) e espadarte (Xiphias gladius), exceto fígados, ovas e sêmen - Bijupirá (Rachycentron canadum)
3024700;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá (Rachycentron canadum) e espadarte (Xiphias gladius), exceto fígados, ovas e sêmen - Espadarte (Xiphias gladius)
3025100;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)
3025200;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Haddock ou lubina (Melanogrammus aeglefinus)
3025300;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Saithe (Pollachius virens)
3025400;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Merluzas e abróteas (Merluccius spp., Urophycis spp.)
3025500;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Merluza-do-alasca (Theragra chalcogramma)
3025600;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen - Verdinhos (Micromesistius poutassou, Micromesistius australis)
